"Subject" "List" "CardSet" "Homogeneity" "PrimeType" "TargBinary" "Item"
"2161" 46 3 "A" "homogenous" "dispreferred" 1 20
"2162" 46 3 "A" "heterogenous" "dispreferred" 0 7
"2164" 46 3 "A" "heterogenous" "preferred" 1 29
"2166" 46 3 "A" "homogenous" "preferred" 1 13
"2167" 46 3 "B" "heterogenous" "preferred" 0 27
"2168" 46 3 "B" "heterogenous" "dispreferred" 0 26
"2169" 46 3 "B" "homogenous" "preferred" 1 12
"2170" 46 3 "B" "homogenous" "dispreferred" 0 11
"2173" 46 3 "C" "heterogenous" "preferred" 0 32
"2174" 46 3 "C" "homogenous" "dispreferred" 0 17
"2177" 46 3 "C" "homogenous" "preferred" 1 28
"2178" 46 3 "C" "heterogenous" "dispreferred" 0 30
"2179" 46 3 "D" "heterogenous" "dispreferred" 0 22
"2181" 46 3 "D" "homogenous" "preferred" 1 6
"2183" 46 3 "D" "heterogenous" "preferred" 0 24
"2184" 46 3 "D" "homogenous" "dispreferred" 0 3
"2186" 46 3 "E" "heterogenous" "dispreferred" 0 1
"2187" 46 3 "E" "homogenous" "dispreferred" 0 15
"2189" 46 3 "E" "homogenous" "preferred" 0 5
"2190" 46 3 "E" "heterogenous" "preferred" 1 21
"2191" 46 3 "F" "homogenous" "dispreferred" 1 9
"2192" 46 3 "F" "heterogenous" "preferred" 0 14
"2194" 46 3 "F" "heterogenous" "dispreferred" 0 19
"2196" 46 3 "F" "homogenous" "preferred" 1 8
"2198" 46 3 "G" "homogenous" "preferred" 0 31
"2199" 46 3 "G" "homogenous" "dispreferred" 0 10
"2201" 46 3 "G" "heterogenous" "preferred" 1 25
"2202" 46 3 "G" "heterogenous" "dispreferred" 1 16
"2203" 46 3 "H" "heterogenous" "dispreferred" 0 18
"2206" 46 3 "H" "heterogenous" "preferred" 1 2
"2207" 46 3 "H" "homogenous" "dispreferred" 1 4
"2208" 46 3 "H" "homogenous" "preferred" 0 23
"2209" 47 3 "A" "homogenous" "dispreferred" 0 20
"2210" 47 3 "A" "heterogenous" "dispreferred" 1 7
"2212" 47 3 "A" "heterogenous" "preferred" 1 29
"2214" 47 3 "A" "homogenous" "preferred" 1 13
"2215" 47 3 "B" "heterogenous" "preferred" 0 27
"2216" 47 3 "B" "heterogenous" "dispreferred" 0 26
"2217" 47 3 "B" "homogenous" "preferred" 0 12
"2218" 47 3 "B" "homogenous" "dispreferred" 1 11
"2221" 47 3 "C" "heterogenous" "preferred" 1 32
"2222" 47 3 "C" "homogenous" "dispreferred" 0 17
"2225" 47 3 "C" "homogenous" "preferred" 0 28
"2226" 47 3 "C" "heterogenous" "dispreferred" 0 30
"2227" 47 3 "D" "heterogenous" "dispreferred" 1 22
"2229" 47 3 "D" "homogenous" "preferred" 0 6
"2231" 47 3 "D" "heterogenous" "preferred" 1 24
"2232" 47 3 "D" "homogenous" "dispreferred" 0 3
"2234" 47 3 "E" "heterogenous" "dispreferred" 0 1
"2235" 47 3 "E" "homogenous" "dispreferred" 1 15
"2237" 47 3 "E" "homogenous" "preferred" 0 5
"2238" 47 3 "E" "heterogenous" "preferred" 0 21
"2239" 47 3 "F" "homogenous" "dispreferred" 1 9
"2240" 47 3 "F" "heterogenous" "preferred" 0 14
"2242" 47 3 "F" "heterogenous" "dispreferred" 0 19
"2244" 47 3 "F" "homogenous" "preferred" 1 8
"2246" 47 3 "G" "homogenous" "preferred" 1 31
"2247" 47 3 "G" "homogenous" "dispreferred" 0 10
"2249" 47 3 "G" "heterogenous" "preferred" 1 25
"2250" 47 3 "G" "heterogenous" "dispreferred" 0 16
"2251" 47 3 "H" "heterogenous" "dispreferred" 0 18
"2254" 47 3 "H" "heterogenous" "preferred" 0 2
"2255" 47 3 "H" "homogenous" "dispreferred" 0 4
"2256" 47 3 "H" "homogenous" "preferred" 1 23
"2257" 48 4 "A" "homogenous" "dispreferred" 0 27
"2258" 48 4 "A" "heterogenous" "preferred" 1 9
"2260" 48 4 "A" "heterogenous" "dispreferred" 0 11
"2262" 48 4 "A" "homogenous" "preferred" 0 22
"2263" 48 4 "B" "heterogenous" "dispreferred" 0 13
"2264" 48 4 "B" "heterogenous" "preferred" 1 28
"2265" 48 4 "B" "homogenous" "dispreferred" 0 21
"2266" 48 4 "B" "homogenous" "preferred" 0 29
"2269" 48 4 "C" "heterogenous" "dispreferred" 0 4
"2270" 48 4 "C" "homogenous" "preferred" 1 18
"2273" 48 4 "C" "homogenous" "dispreferred" 0 26
"2274" 48 4 "C" "heterogenous" "preferred" 1 3
"2275" 48 4 "D" "heterogenous" "preferred" 0 20
"2277" 48 4 "D" "homogenous" "dispreferred" 1 16
"2279" 48 4 "D" "heterogenous" "dispreferred" 0 5
"2280" 48 4 "D" "homogenous" "preferred" 1 30
"2282" 48 4 "E" "heterogenous" "preferred" 1 8
"2283" 48 4 "E" "homogenous" "preferred" 1 19
"2285" 48 4 "E" "homogenous" "dispreferred" 0 24
"2286" 48 4 "E" "heterogenous" "dispreferred" 1 12
"2287" 48 4 "F" "homogenous" "preferred" 1 7
"2288" 48 4 "F" "heterogenous" "dispreferred" 0 10
"2290" 48 4 "F" "heterogenous" "preferred" 0 15
"2292" 48 4 "F" "homogenous" "dispreferred" 0 1
"2294" 48 4 "G" "homogenous" "dispreferred" 0 2
"2295" 48 4 "G" "homogenous" "preferred" 0 14
"2297" 48 4 "G" "heterogenous" "dispreferred" 0 23
"2298" 48 4 "G" "heterogenous" "preferred" 1 6
"2299" 48 4 "H" "heterogenous" "preferred" 1 17
"2302" 48 4 "H" "heterogenous" "dispreferred" 0 31
"2303" 48 4 "H" "homogenous" "preferred" 1 32
"2304" 48 4 "H" "homogenous" "dispreferred" 0 25
